country,date,value,indicator
Germany,1989,5173426485.28624,inversion_extranjera
Germany,1988,-1508574620.67996,inversion_extranjera
Germany,1987,1620170656.57848,inversion_extranjera
Germany,1986,1192024599.72962,inversion_extranjera
Germany,1985,531108428.984038,inversion_extranjera
Germany,1984,590664406.972141,inversion_extranjera
Germany,1983,997855446.932569,inversion_extranjera
Germany,1982,468263695.135529,inversion_extranjera
Germany,1981,-415839559.593561,inversion_extranjera
Germany,1980,-186573401.181116,inversion_extranjera
Germany,1979,1732552304.02157,inversion_extranjera
Germany,1978,1603458933.00764,inversion_extranjera
Germany,1977,949983808.586455,inversion_extranjera
Germany,1976,1321369937.5521,inversion_extranjera
Germany,1975,690496822.87674,inversion_extranjera
Germany,1974,2176992344.38363,inversion_extranjera
Germany,1973,2102302343.34061,inversion_extranjera
Germany,1972,1897270695.56092,inversion_extranjera
Germany,1971,1103338754.95766,inversion_extranjera
Germany,1970,,inversion_extranjera
Germany,1969,,inversion_extranjera
Germany,1968,,inversion_extranjera
Germany,1967,,inversion_extranjera
Germany,1966,,inversion_extranjera
Germany,1965,,inversion_extranjera
Germany,1964,,inversion_extranjera
Germany,1963,,inversion_extranjera
Germany,1962,,inversion_extranjera
Germany,1961,,inversion_extranjera
Germany,1960,,inversion_extranjera
Japan,2024,,inversion_extranjera
Japan,2023,20440829347.4902,inversion_extranjera
Japan,2022,48124316590.0529,inversion_extranjera
Japan,2021,35027163875.7213,inversion_extranjera
Japan,2020,62584719398.0912,inversion_extranjera
Japan,2019,39960544340.0141,inversion_extranjera
Japan,2018,25289367857.8518,inversion_extranjera
Japan,2017,18802251208.1069,inversion_extranjera
Japan,2016,40954181468.5533,inversion_extranjera
Japan,2015,5252218412.39172,inversion_extranjera
Japan,2014,19752249424.0871,inversion_extranjera
Japan,2013,10648441636.2071,inversion_extranjera
Japan,2012,546962692.190728,inversion_extranjera
Japan,2011,-850717035.068239,inversion_extranjera
Japan,2010,7440979284.16286,inversion_extranjera
Japan,2009,12226471578.7439,inversion_extranjera
Japan,2008,24624845329.5648,inversion_extranjera
Japan,2007,21631204435.6847,inversion_extranjera
Japan,2006,-2396909736.30508,inversion_extranjera
Japan,2005,5459618342.94079,inversion_extranjera
Japan,2004,7527948175.22325,inversion_extranjera
Japan,2003,8771535612.31506,inversion_extranjera
Japan,2002,11557373873.9419,inversion_extranjera
Japan,2001,4926033619.18462,inversion_extranjera
Japan,2000,10688168325.6084,inversion_extranjera
Japan,1999,14780510030.7061,inversion_extranjera
Japan,1998,2512021924.4741,inversion_extranjera
Japan,1997,2486935040.42281,inversion_extranjera
Japan,1996,-38203596.3353636,inversion_extranjera
Japan,1995,41463070.0,inversion_extranjera
Japan,1994,888384470.0,inversion_extranjera
Japan,1993,210435440.0,inversion_extranjera
Japan,1992,2755603980.0,inversion_extranjera
Japan,1991,1284268820.0,inversion_extranjera
Japan,1990,1806039010.0,inversion_extranjera
Japan,1989,-1059696732.4809,inversion_extranjera
Japan,1988,-483800486.9218,inversion_extranjera
Japan,1987,1177422254.1794,inversion_extranjera
Japan,1986,242107761.69,inversion_extranjera
Japan,1985,608713150.2163,inversion_extranjera
Japan,1984,-10000000.0,inversion_extranjera
Japan,1983,416000000.0,inversion_extranjera
Japan,1982,439000000.0,inversion_extranjera
Japan,1981,189000000.0,inversion_extranjera
Japan,1980,278000000.0,inversion_extranjera
Japan,1979,239000000.0,inversion_extranjera
Japan,1978,8000000.0,inversion_extranjera
Japan,1977,21000000.0,inversion_extranjera
Japan,1976,113000000.0,inversion_extranjera
Japan,1975,226000000.0,inversion_extranjera
Japan,1974,202000000.0,inversion_extranjera
Japan,1973,-42000000.0,inversion_extranjera
Japan,1972,169000000.0,inversion_extranjera
Japan,1971,210000000.0,inversion_extranjera
Japan,1970,94000000.0,inversion_extranjera
Japan,1969,,inversion_extranjera
Japan,1968,,inversion_extranjera
Japan,1967,,inversion_extranjera
Japan,1966,,inversion_extranjera
Japan,1965,,inversion_extranjera
Japan,1964,,inversion_extranjera
Japan,1963,,inversion_extranjera
Japan,1962,,inversion_extranjera
Japan,1961,,inversion_extranjera
Japan,1960,,inversion_extranjera
